Id1,Nome da imagem,Experimento,Skipped,MstoCreate,MstoLabel,Curto,LeftPoca,WidthPoca,TopPoca,HeightPoca,LeftArame,WidthArame,TopArame,HeightArame
cl57f2smm99e207zu31hv5q6l,Img783.bmp,Experimento1,FALSE,21436,21436,1,49,102,114,6,91,24,114,34
cl57f39dka9zf07zhbeyx25e4,Img784.bmp,Experimento1,FALSE,10127,10127,0,31,138,89,13,91,24,89,35
cl57f3nt48rc6070e7fhj3nbj,Img785.bmp,Experimento1,FALSE,18019,18019,0,45,111,99,9,91,24,99,29
cl57f3zwz8jxh07z1046x2zdg,Img786.bmp,Experimento1,FALSE,15248,15248,0,46,113,110,18,90,25,110,24
cl57f4d4eaaa407zhfhbk8mj6,Img787.bmp,Experimento1,FALSE,18575,18575,0,45,113,98,13,91,24,98,35
cl57f4pvu9kso07xjaboe5eyk,Img788.bmp,Experimento1,FALSE,18624,18624,0,46,113,102,7,90,25,102,32
cl57f52zj99zk07zu0ccqfg55,Img789.bmp,Experimento1,FALSE,15001,15001,1,47,111,104,14,91,24,104,37
cl57f5jbv6dqu080thfq074r7,Img790.bmp,Experimento1,FALSE,50941,50941,0,47,112,105,12,91,23,105,27
cl57f60j99l3207xje12wf6qj,Img791.bmp,Experimento1,FALSE,15002,15002,0,45,113,106,5,91,24,106,32
cl57f7sbd9ao807zu33v9dfwm,Img792.bmp,Experimento1,FALSE,45862,45862,0,44,114,96,12,91,23,96,41
cl57f87woabbh07zhbofw0wdq,Img793.bmp,Experimento1,FALSE,20001,20001,0,45,112,102,13,91,24,102,38
cl58t6pwo0qzg081lc6h21hnh,Img794.bmp,Experimento1,FALSE,19064,19064,0,44,112,102,15,91,23,102,36
cl58t758d0nm907z83z7l2cux,Img795.bmp,Experimento1,FALSE,10002,10002,0,44,113,102,17,91,23,102,33
cl58t7gs60nf707198381hech,Img796.bmp,Experimento1,FALSE,17851,17851,0,44,113,92,9,91,24,92,42
cl58t7srm0r7v081l82uidbp8,Img797.bmp,Experimento1,FALSE,11166,11166,0,43,114,101,10,91,23,101,32
cl58t851l0mnz07z06btu14nx,Img798.bmp,Experimento1,FALSE,22924,22924,0,47,105,103,11,91,23,103,38
cl58t8gbv0o4a07z35ql46s2y,Img799.bmp,Experimento1,FALSE,10002,10002,1,46,106,108,16,91,24,108,40
cl58t8xf80pyb072ahsw53ayk,Img800.bmp,Experimento1,FALSE,18619,18619,1,46,105,104,9,91,24,104,43
cl58t97x90odd070wgjzt60pc,Img801.bmp,Experimento1,FALSE,19566,19566,1,46,105,100,15,91,24,100,46
cl58t9lvq0o5g07z8f1ric13k,Img802.bmp,Experimento1,FALSE,11199,11199,0,12,161,84,4,91,24,84,34
cl58ta0j80nv20719aq42dzwp,Img803.bmp,Experimento1,FALSE,15001,15001,0,38,121,92,9,91,24,92,32
cl58tacae0o4707xza7bta3ng,Img804.bmp,Experimento1,FALSE,20408,20408,0,37,126,89,16,92,23,89,37
cl58tapfg0oed07z82ekwbg1m,Img805.bmp,Experimento1,FALSE,13598,13598,0,40,122,100,13,91,24,100,34
cl58tb2wi0o1o07198jd50070,Img806.bmp,Experimento1,FALSE,13546,13546,0,40,120,101,13,91,23,101,34
cl58tbe4v0ob507xz888r56w7,Img807.bmp,Experimento1,FALSE,15001,15001,0,41,119,110,16,91,23,110,29
cl58tbp6c0nyu07xr9huw7xo6,Img808.bmp,Experimento1,FALSE,13146,13146,0,41,118,109,9,91,23,109,28
cl58tc4630ou907z377e48gwe,Img809.bmp,Experimento1,FALSE,14934,14934,0,43,116,108,13,91,23,108,31
cl58tcequ0ocv0719g9xwd2l6,Img810.bmp,Experimento1,FALSE,13861,13861,0,47,110,111,9,91,23,111,27
cl58tcqvu0ofm07194iga96df,Img811.bmp,Experimento1,FALSE,2129,2129,0,49,109,110,9,90,24,110,32
cl58td48z0o8y07xrcbt0cfvj,Img812.bmp,Experimento1,FALSE,12838,12838,0,43,113,106,8,91,23,106,31
cl58tdh9n0on107xz1ykff81c,Img813.bmp,Experimento1,FALSE,1068,1068,0,43,111,109,12,90,25,109,29
cl58tdspx0ojz070zbzu306a4,Img814.bmp,Experimento1,FALSE,18842,18842,0,43,112,106,9,90,24,106,32
cl58te3sh0ogx07xr1ni161mg,Img815.bmp,Experimento1,FALSE,15013,15013,0,43,114,98,10,91,23,98,40
cl58tei9t0oq4070z3phb4ol3,Img816.bmp,Experimento1,FALSE,10001,10001,0,43,112,99,11,90,25,99,38
cl58tesyv0pdg07z31zqy82kz,Img817.bmp,Experimento1,FALSE,13802,13802,0,41,115,105,9,90,24,105,29
cl58tf55y0ph007z36xu570br,Img818.bmp,Experimento1,FALSE,18422,18422,0,44,112,105,11,91,23,105,29
cl58tfgdb0oze07xz4rofcdv0,Img819.bmp,Experimento1,FALSE,10022,10022,0,44,110,98,11,90,24,98,37
cl58tfslv0pbh071kd48odi6q,Img820.bmp,Experimento1,FALSE,46169,46169,0,43,114,97,12,91,23,97,36
cl58tg3pz0pf307z8b9r94a3t,Img821.bmp,Experimento1,FALSE,16456,16456,1,44,110,89,9,91,24,89,44
cl58tm2fq0qhe07z8gmlp6kxd,Img822.bmp,Experimento1,FALSE,15001,15001,1,44,107,90,12,91,23,90,45
cl58tmi4x0q9507xz8cvg5yq6,Img823.bmp,Experimento1,FALSE,13663,13663,1,43,109,87,10,91,23,87,51
cl58tmuk90rp707z04grcbowc,Img824.bmp,Experimento1,FALSE,1867,1867,1,44,107,101,8,91,24,101,34
cl58tn5hr0qod071k2yynbfvx,Img825.bmp,Experimento1,FALSE,10002,10002,0,18,158,76,3,91,24,76,34
cl58tnikz0sl6072a5nuf1490,Img826.bmp,Experimento1,FALSE,17758,17758,0,38,123,85,14,91,23,85,32
cl58tntn10qht07xz3sis3id3,Img827.bmp,Experimento1,FALSE,11608,11608,0,38,122,88,9,91,24,88,39
cl58to5040qln07xzd1rf54l4,Img828.bmp,Experimento1,FALSE,15002,15002,0,37,125,92,13,91,23,92,35
cl58tog3k0qnz07xzgm72fvse,Img829.bmp,Experimento1,FALSE,17248,17248,0,38,123,101,11,91,23,101,29
cl58totf60s4107z0f8fd20y0,Img830.bmp,Experimento1,FALSE,10078,10078,0,38,123,97,12,90,24,97,31
cl58tp3ms0q0z070r19ir2jj5,Img831.bmp,Experimento1,FALSE,14776,14776,0,38,122,98,12,90,24,98,32
cl58tpfom0q48070r8fcz1gu1,Img832.bmp,Experimento1,FALSE,13411,13411,0,39,121,107,13,90,24,107,18
cl58tproe0rfl07z3719eb9vs,Img833.bmp,Experimento1,FALSE,57304,57304,0,43,112,106,10,91,23,106,21
cl58tq2kx0rhb07z350wqcend,Img834.bmp,Experimento1,FALSE,347,347,0,44,113,103,8,90,24,103,25
cl58u32sk0tq007z87clh4rc6,Img835.bmp,Experimento1,FALSE,10001,10001,0,44,114,106,8,90,24,106,23
cl58u3s8i0tev07xz6c5z8e3q,Img836.bmp,Experimento1,FALSE,59193,59193,0,45,110,105,8,90,24,105,26
cl58u44m10u1e070w7rpmd10n,Img837.bmp,Experimento1,FALSE,18487,18487,0,38,121,99,10,90,24,99,29
cl58ubzdt0vnv07z313hwcpxy,Img838.bmp,Experimento1,FALSE,11472,11472,0,45,111,87,6,90,24,87,44
cl58uccug0v21071k5d1f1bu2,Img839.bmp,Experimento1,FALSE,10002,10002,0,42,114,95,10,90,24,95,36
cl58ucnt50upn07190xgj9gyi,Img840.bmp,Experimento1,FALSE,14215,14215,0,38,118,89,12,91,24,89,41
cl58ucxc90ur107198ynkbqcm,Img841.bmp,Experimento1,FALSE,14557,14557,0,42,115,98,7,90,24,98,30
cl58ud7eq0usz0719cyc3fzdm,Img842.bmp,Experimento1,FALSE,14274,14274,0,42,114,91,12,90,25,91,41
cl58udhkf0uy107xrbh749di9,Img843.bmp,Experimento1,FALSE,12876,12876,0,42,111,94,8,90,24,94,36
cl58udtry0ub1070r710c9wqg,Img844.bmp,Experimento1,FALSE,14821,14821,0,42,111,96,11,90,24,96,35
cl58ue5gk0vbt071k307200y2,Img845.bmp,Experimento1,FALSE,14023,14023,0,42,112,91,12,90,24,91,41
cl58uehfm0v050719h5eg6pef,Img846.bmp,Experimento1,FALSE,13969,13969,0,43,113,91,14,90,24,91,41
cl58uev6w0uhr070r2yzj9uln,Img847.bmp,Experimento1,FALSE,10027,10027,0,44,112,94,11,90,24,94,38
cl58uf6jc0vil071k2cgj286y,Img848.bmp,Experimento1,FALSE,48701,48701,0,44,112,98,12,90,24,98,30
cl58ufhwb0ulz070r5ar6an0m,Img849.bmp,Experimento1,FALSE,11291,11291,1,46,107,89,10,91,24,89,49
cl58uk37z0wdb07xzdjcw9dfk,Img850.bmp,Experimento1,FALSE,17116,17116,1,48,102,88,11,90,24,88,46
cl58ukdp70w40070zexjt0ctq,Img851.bmp,Experimento1,FALSE,15001,15001,1,47,105,88,23,90,24,88,46
cl58ukquj0wip07xz7wq45xwv,Img852.bmp,Experimento1,FALSE,17723,17723,1,48,104,88,9,91,24,88,46
cl58ul4l30w9a070z79hygbsl,Img853.bmp,Experimento1,FALSE,10799,10799,0,22,148,90,18,91,23,90,32
cl58ulfqh0y7a07z0dv3x2e0w,Img854.bmp,Experimento1,FALSE,15034,15034,1,40,118,92,13,91,23,92,42
cl58ulr440wpc071k5zaufaox,Img855.bmp,Experimento1,FALSE,59863,59863,1,43,114,100,11,90,24,100,33
cl58um4a30x4z07z81ega14f7,Img856.bmp,Experimento1,FALSE,25002,25002,0,18,169,74,9,91,24,74,34
cl59sc23l78hl070zgiuvgitu,Img857.bmp,Experimento1,FALSE,20951,20951,0,36,123,78,6,91,23,78,34
cl59sd3i3055a08z37rbxe44f,Img858.bmp,Experimento1,FALSE,19016,19016,0,37,122,86,12,91,24,86,38
cl59sdl0j057907113643cqlp,Img859.bmp,Experimento1,FALSE,20311,20311,0,40,119,93,13,90,24,93,33
cl59se0xf070w082991gyfyr4,Img860.bmp,Experimento1,FALSE,26365,26365,0,39,119,88,17,90,24,88,46
cl59sek1a4mco072849ea5t65,Img861.bmp,Experimento1,FALSE,26013,26013,0,39,119,96,18,90,24,96,38
cl59sf4d378us070z4p1j4dhj,Img862.bmp,Experimento1,FALSE,55442,55442,0,43,114,90,16,90,25,90,29
cl59sfp6y7by2070r8qh97pv7,Img863.bmp,Experimento1,FALSE,19833,19833,0,42,115,95,21,90,25,95,26
cl59shs5b7c67070rhrk1aw11,Img864.bmp,Experimento1,FALSE,56393,56393,0,44,115,92,11,90,24,92,42
cl59si80705ym070xce0ya6kk,Img865.bmp,Experimento1,FALSE,16573,16573,0,42,117,99,11,90,24,99,33
cl59smeag065z070rad4w5l55,Img866.bmp,Experimento1,FALSE,16259,16259,0,40,120,92,8,91,23,92,35
cl59smqhg7bma07z8ajviaawx,Img867.bmp,Experimento1,FALSE,16246,16246,0,39,118,103,15,90,24,103,25
cl59sn3t3084a07105hhm0k38,Img868.bmp,Experimento1,FALSE,16509,16509,0,39,118,102,12,90,24,102,25
cl59sngx47ctd070r3rm48vrq,Img869.bmp,Experimento1,FALSE,22056,22056,0,40,117,95,9,90,24,95,29
cl59snvgt7b0q07192plvhliu,Img870.bmp,Experimento1,FALSE,15023,15023,0,39,118,96,13,89,25,96,28
cl59socnh7cxf070r7dpr0zv5,Img871.bmp,Experimento1,FALSE,73073,73073,0,39,118,102,16,90,24,102,21
cl5cowzt705nr08wnanr0a7qq,Img872.bmp,Experimento1,FALSE,111939,111939,0,42,113,88,8,91,23,88,33
cl5cox0ic1dpy08wmddx8eibg,Img873.bmp,Experimento1,FALSE,15695,15695,0,40,116,92,6,90,24,92,29
cl5cozgyt0s2j08ws59rs9dae,Img874.bmp,Experimento1,FALSE,15309,15309,0,46,108,97,12,90,24,97,25
cl5cozvgd1h9v08vdcu27du8y,Img875.bmp,Experimento1,FALSE,22312,22312,0,47,105,89,7,90,24,89,33
cl5cp08bh129407vl35n76gvt,Img876.bmp,Experimento1,FALSE,19958,19958,0,47,106,98,8,90,24,98,24
cl5cp0o7l1ehe08wm84ms20r6,Img877.bmp,Experimento1,FALSE,11643,11643,0,46,109,94,6,90,24,94,29
cl5cp124z1kbt07yc81is6c3a,Img878.bmp,Experimento1,FALSE,15371,15371,0,40,115,94,3,90,24,94,29
cl5cp1e811edg08wc55kr1jxn,Img879.bmp,Experimento1,FALSE,22188,22188,0,43,111,91,9,89,26,91,34
cl5cp1rlz1eq108wmas6e688w,Img880.bmp,Experimento1,FALSE,1982,1982,0,46,105,94,7,89,25,94,34
cl5cp27tx1et608wmcbcmgbgp,Img881.bmp,Experimento1,FALSE,10283,10283,0,39,115,101,4,90,24,101,26
cl5cp2mje0sn408wsee9h8kfw,Img882.bmp,Experimento1,FALSE,20001,20001,0,47,103,101,7,90,25,101,22
cl5cp2ya50spx08ws1q427n8c,Img883.bmp,Experimento1,FALSE,25799,25799,0,46,110,86,7,90,25,86,38
cl5cp3dry12w207vlb4vf68vb,Img884.bmp,Experimento1,FALSE,11566,11566,0,39,115,78,4,90,25,78,45
cl5cp3vll1e9a07wq42nd3657,Img885.bmp,Experimento1,FALSE,19242,19242,0,42,112,86,7,90,25,86,32
cl5cp46m01f0208wcbuvu9h77,Img886.bmp,Experimento1,FALSE,10001,10001,0,44,113,92,7,90,25,92,27
cl5cp4k3m1cm207usbjp90idl,Img887.bmp,Experimento1,FALSE,19792,19792,0,41,114,90,10,91,23,90,31
cl5cp4viq1cob07usfhq09996,Img888.bmp,Experimento1,FALSE,17932,17932,0,41,114,88,6,90,24,88,32
cl5cp5a8k13a307vla57jfgql,Img889.bmp,Experimento1,FALSE,14305,14305,0,44,108,89,6,90,25,89,31
cl5cp5nr61dqm07vuha17hzhw,Img890.bmp,Experimento1,FALSE,11985,11985,0,39,115,85,11,90,25,85,33
cl5cp5ywl1fed08wcax743dmf,Img891.bmp,Experimento1,FALSE,17418,17418,0,34,125,83,11,90,25,83,34
cl5cp6b9i1fne08wm11m13ap3,Img892.bmp,Experimento1,FALSE,14769,14769,0,46,107,85,5,90,25,85,31
cl5cp6o811fkc08wcfxrw13vd,Img893.bmp,Experimento1,FALSE,10002,10002,0,46,100,95,12,90,24,95,23
cl5cp6ygx1iqw08vd3nux8s5m,Img894.bmp,Experimento1,FALSE,16473,16473,1,47,99,89,10,90,25,89,29
cl5fzfa6fyera08wo2s2k9i0f,Img766.bmp,Experimento1,FALSE,32901,32901,0,40,116,83,2,87,28,83,53
cl5fzfar2yere08wo573z08pj,Img767.bmp,Experimento1,FALSE,23875,23875,0,38,119,82,1,88,28,82,52
cl5fzg4d3y80007w799r17c7x,Img765.bmp,Experimento1,FALSE,120717,120717,0,40,118,74,1,88,28,74,59
cl5fzgney2dst07woba6zaxqc,Img898.bmp,Experimento1,FALSE,25157,25157,0,23,171,56,3,91,25,56,58
cl5fzioimyfeu08wo1xpib3el,Img899.bmp,Experimento1,FALSE,18558,18558,0,37,127,73,3,91,24,73,46
cl5fzj94nzgeq08zk0jt2f06m,Img900.bmp,Experimento1,FALSE,20587,20587,0,29,136,76,1,91,24,76,44
cl5fzjliuzggv08zkflxz4d7d,Img901.bmp,Experimento1,FALSE,15791,15791,0,30,139,79,2,91,24,79,43
cl5fzk4g5yfqg08wo1e3yh4pt,Img902.bmp,Experimento1,FALSE,16237,16237,0,33,130,74,4,91,24,74,50
cl5fzkh1b2ejf07woe2xv4mox,Img903.bmp,Experimento1,FALSE,151,151,0,38,123,69,3,91,24,69,55
cl5fzktxu2eln07woccqyg5st,Img904.bmp,Experimento1,FALSE,18877,18877,0,38,120,66,3,91,25,66,59
cl5fzl7ln1d8b07xd1t1thprw,Img905.bmp,Experimento1,FALSE,12802,12802,0,39,121,73,1,90,25,73,56
cl5fzljfgyd5707wjf2yqezz1,Img906.bmp,Experimento1,FALSE,20002,20002,0,36,123,79,2,87,28,79,50
cl5fzluoy0lph07xvb5w88bw3,Img907.bmp,Experimento1,FALSE,14408,14408,0,45,115,84,4,86,30,84,45
cl5fzm8ze0ls707xvcgj72v1e,Img908.bmp,Experimento1,FALSE,10139,10139,0,38,121,84,3,88,26,84,47
cl5fzml4e0luj07xv1se1e90c,Img909.bmp,Experimento1,FALSE,17674,17674,0,43,114,85,1,88,26,85,47
cl5fzmwt6xzee07wyclzv42c2,Img910.bmp,Experimento1,FALSE,19509,19509,0,41,107,87,2,90,24,87,44
cl5fznbnu2f5707wogcwy60fr,Img911.bmp,Experimento1,FALSE,13729,13729,0,44,110,87,3,89,27,87,44
cl5fznrbzygj108wogtss3ide,Img912.bmp,Experimento1,FALSE,14531,14531,0,45,106,91,5,90,24,91,40
cl5fzo2scyglk08woftlqhdyl,Img913.bmp,Experimento1,FALSE,13508,13508,0,45,109,94,4,89,25,94,37
cl5fzodzdydn207wjh2ci4oey,Img914.bmp,Experimento1,FALSE,11754,11754,0,46,109,91,4,89,26,91,40
cl5fzopr4zhgu08zk980tbvas,Img915.bmp,Experimento1,FALSE,17298,17298,0,42,115,93,1,89,25,93,43
cl5fzp0rmydr607wj5fghe83e,Img916.bmp,Experimento1,FALSE,10828,10828,0,47,104,104,3,89,24,104,28
cl5fzpe800mf807xv8wva0ya7,Img917.bmp,Experimento1,FALSE,18146,18146,0,43,109,98,2,89,25,98,33
cl5fzpoaj1e6n07xdgetb3hb9,Img918.bmp,Experimento1,FALSE,10298,10298,0,48,101,103,3,90,24,103,27
cl5fzq13nya0707w79w8hgth7,Img919.bmp,Experimento1,FALSE,17425,17425,0,37,121,94,4,90,24,94,35
cl5fzqbwu1ed107xddtwa15gm,Img920.bmp,Experimento1,FALSE,10205,10205,1,48,98,111,2,89,24,111,21
cl5fzqoa8ya4d07w7cf1jcqyc,Img921.bmp,Experimento1,FALSE,18611,18611,0,37,121,97,1,89,25,97,34
cl5fzqyf9yh8308wo721043l7,Img922.bmp,Experimento1,FALSE,12418,12418,0,37,114,98,2,89,25,98,37
cl5fzrasvyhbk08woganraqme,Img923.bmp,Experimento1,FALSE,11646,11646,0,36,115,95,6,90,25,95,38
cl5fzrmoa0mvq07xv4pa10b84,Img924.bmp,Experimento1,FALSE,15393,15393,0,45,104,101,3,90,24,101,37
cl5fzrwv5yah207w7df22blrd,Img925.bmp,Experimento1,FALSE,15578,15578,0,43,108,95,3,90,24,95,42
cl5fzsaa72g3p07wocj4w7q56,Img926.bmp,Experimento1,FALSE,18186,18186,0,45,104,95,3,90,25,95,41
cl5fzsmp80n4007xveb4lgh5l,Img927.bmp,Experimento1,FALSE,12938,12938,0,41,108,96,5,89,25,96,38
cl5fzszhazie808zk0dam4hso,Img928.bmp,Experimento1,FALSE,12538,12538,0,43,115,97,2,89,25,97,35
cl5fzta662gbi07wo7q1igiiw,Img929.bmp,Experimento1,FALSE,10042,10042,0,44,105,93,2,90,25,93,40
cl5fztkrfyaso07w76br45hpn,Img930.bmp,Experimento1,FALSE,16564,16564,0,43,107,95,1,89,25,95,38
cl5fztuzx0nfl07xv6m54h1l2,Img931.bmp,Experimento1,FALSE,18999,18999,0,42,109,96,1,91,24,96,38
cl5fzyqewy1ts07wye9jl6uew,Img932.bmp,Experimento1,FALSE,13482,13482,0,44,103,98,3,90,24,98,37
cl5fzz3k40ole07xv9e7ihh02,Img933.bmp,Experimento1,FALSE,14,14,0,43,108,91,3,90,25,91,41
cl5fzzevs2hky07wo5ac8c4b7,Img934.bmp,Experimento1,FALSE,10236,10236,0,46,102,97,3,90,25,97,39
cl5fzzpv30op307xv3mpm5bny,Img935.bmp,Experimento1,FALSE,15847,15847,1,47,102,105,3,90,25,105,31
cl5g001axzk0408zk1k3d6xte,Img936.bmp,Experimento1,FALSE,16874,16874,1,47,85,106,4,90,24,106,32
cl5g00dmryc8307w706a4816h,Img937.bmp,Experimento1,FALSE,23294,23294,1,45,100,105,3,89,25,105,33
cl5g00qgg2hux07wodg2y7fkk,Img938.bmp,Experimento1,FALSE,12826,12826,0,19,179,60,3,91,26,60,54
cl5g017wh2hyc07wo3zaubggo,Img939.bmp,Experimento1,FALSE,11199,11199,0,26,157,64,1,91,24,64,56
cl5g01ir02i0h07wo7h7mh11g,Img940.bmp,Experimento1,FALSE,14119,14119,0,38,131,81,5,91,24,81,43
cl5g01t8bzkea08zkaqypadk6,Img941.bmp,Experimento1,FALSE,16723,16723,0,36,137,77,4,91,25,77,50
cl5g022liyck507w70cdtbrpo,Img942.bmp,Experimento1,FALSE,15401,15401,0,38,136,72,3,91,24,72,57
cl5g02hwl1hm907xd68h71j12,Img943.bmp,Experimento1,FALSE,17915,17915,0,39,123,65,3,90,25,65,64
cl5g02vfr2i9y07wo8m2sdyhs,Img944.bmp,Experimento1,FALSE,18163,18163,0,41,119,68,2,90,26,68,63
cl5g0380ky2t607wy92bp6hh7,Img945.bmp,Experimento1,FALSE,17692,17692,0,43,116,77,2,90,26,77,54
cl5g03mdoykk108wo4i16emqb,Img946.bmp,Experimento1,FALSE,2444,2444,0,45,115,81,2,90,27,81,50
cl5g042lh1hxj07xdbt2tbqcm,Img947.bmp,Experimento1,FALSE,11477,11477,0,43,119,92,4,90,25,92,40
cl5g04jtgzkve08zke7ut7hoy,Img948.bmp,Experimento1,FALSE,17869,17869,0,43,115,90,4,90,25,90,42
cl5g04vjrykt408wo7hwrd288,Img949.bmp,Experimento1,FALSE,14626,14626,0,40,119,93,1,90,24,93,43
cl5g0590w1i5t07xd418e367a,Img950.bmp,Experimento1,FALSE,17272,17272,0,36,121,93,4,90,24,93,41
cl5g05jh32iuh07wo6job4ete,Img951.bmp,Experimento1,FALSE,2257,2257,0,27,123,100,5,89,26,100,34
cl5g05z6aydbh07w7br1z7ap5,Img952.bmp,Experimento1,FALSE,10585,10585,0,41,110,94,4,90,24,94,38
cl5g06gyczl8c08zkeqgd3w25,Img953.bmp,Experimento1,FALSE,17321,17321,0,39,114,97,4,89,26,97,34
cl5g06snsyhys07wjhi9u8j6j,Img954.bmp,Experimento1,FALSE,17867,17867,0,40,113,98,2,89,26,98,34
cl5g075b3yla508wo8fsq9gav,Img955.bmp,Experimento1,FALSE,15792,15792,0,42,114,99,5,90,25,99,35
cl5g07j8zyi3x07wj051y744j,Img956.bmp,Experimento1,FALSE,19525,19525,1,44,101,102,4,89,26,102,32
cl5g07xmt0qbe07xv9yhk602a,Img957.bmp,Experimento1,FALSE,14581,14581,0,46,107,101,4,90,24,101,33
cl5g08blvydri07w7cebb0dzs,Img958.bmp,Experimento1,FALSE,10865,10865,0,47,111,92,4,89,25,92,45
cl5g08m7j1iuc07xdgspq3tt8,Img959.bmp,Experimento1,FALSE,16312,16312,1,49,98,117,4,90,25,117,24
cl5g08y14yicn07wjhqd5dn6f,Img960.bmp,Experimento1,FALSE,21518,21518,1,47,95,114,4,89,27,114,26
cl5g09cs7y3y407wyh8mz756n,Img961.bmp,Experimento1,FALSE,18064,18064,1,47,88,117,4,89,24,117,25
cl5g09tqrylug08wo1dpz1uyn,Img962.bmp,Experimento1,FALSE,14983,14983,1,52,70,117,4,90,24,117,26
cl5g0a728yilz07wjhv954sdl,Img963.bmp,Experimento1,FALSE,17499,17499,0,33,144,87,5,91,23,87,38
cl5g0ahrqzm0i08zkhk124chh,Img964.bmp,Experimento1,FALSE,20971,20971,0,40,123,87,6,91,24,87,39
cl5g0ay0byeaw07w76d394dxk,Img965.bmp,Experimento1,FALSE,18446,18446,0,39,124,87,2,90,26,87,42
cl5g0bg07zm6h08zk3s08hiey,Img966.bmp,Experimento1,FALSE,30155,30155,0,37,127,83,3,90,25,83,48
cl5g0bswb2k4e07wo4ccp9wvz,Img967.bmp,Experimento1,FALSE,16178,16178,0,38,120,79,3,90,25,79,56
cl5g0cjay0r4407xv4hh8aj2s,Img968.bmp,Experimento1,FALSE,17166,17166,0,47,111,91,2,90,25,91,49
cl5g0cvkky4mz07wy3z58hv2q,Img969.bmp,Experimento1,FALSE,19806,19806,0,44,114,95,1,87,28,95,47
cl5g0d8na0r8207xv1kb75wzq,Img970.bmp,Experimento1,FALSE,17785,17785,0,45,113,95,2,90,24,95,51
cl5g0dmtlyj8107wj68ro4e0v,Img971.bmp,Experimento1,FALSE,76068,76068,0,47,111,103,1,89,25,103,44
cl5g0e2nd0re307xvg8s8gc44,Img972.bmp,Experimento1,FALSE,19088,19088,0,47,112,102,3,89,24,102,41
cl5g0frig2kyc07wo8ici44zk,Img973.bmp,Experimento1,FALSE,19814,19814,0,45,115,98,2,90,25,98,42
cl5g0g4fr0rtc07xvd5fhacha,Img974.bmp,Experimento1,FALSE,14984,14984,0,46,113,99,4,90,25,99,39
cl5g0gm2m1ke707xdean5e0ar,Img975.bmp,Experimento1,FALSE,23002,23002,0,46,108,101,2,88,27,101,38
cl5g0gxxoznae08zk7boy2fb3,Img976.bmp,Experimento1,FALSE,20006,20006,0,46,107,106,1,90,24,106,33
cl5g0hft9znfq08zkdyeu00ys,Img977.bmp,Experimento1,FALSE,2424,2424,1,59,72,110,1,89,25,110,30
cl5g0hy66yggx07w7ftqt8yfb,Img978.bmp,Experimento1,FALSE,17763,17763,1,62,75,110,2,89,25,110,31
cl5g0uou11njb07xd0swz6s10,Img979.bmp,Experimento1,FALSE,247,247,1,64,71,115,1,89,25,115,29
cl5g0v4cezqnb08zkd8db7lf9,Img980.bmp,Experimento1,FALSE,14699,14699,0,39,132,70,1,91,24,70,57
cl5g0vmga1nr107xdbj4rfhlw,Img981.bmp,Experimento1,FALSE,12191,12191,0,46,114,90,4,90,24,90,39
cl5g0vye7yr3i08wo4fxzdx5a,Img982.bmp,Experimento1,FALSE,16214,16214,0,43,112,93,2,90,24,93,43
cl5g0wbubzqxf08zkcdxf7ppx,Img983.bmp,Experimento1,FALSE,16298,16298,0,42,113,93,2,90,24,93,46
cl5g0wq7n2oq507wocyhde9fj,Img984.bmp,Experimento1,FALSE,19448,19448,0,42,115,89,3,90,25,89,47
cl5g0x3aozr4q08zk042m1t6e,Img985.bmp,Experimento1,FALSE,12662,12662,0,43,118,93,1,90,24,93,41
cl5g0xgjwynsl07wj59aucavi,Img986.bmp,Experimento1,FALSE,11246,11246,0,44,115,90,3,90,24,90,50
cl5g0xsaa0w0i07xv9puf8sqr,Img987.bmp,Experimento1,FALSE,10113,10113,0,45,110,99,3,90,23,99,38
cl5g0y2wx1odn07xd96wn1np6,Img988.bmp,Experimento1,FALSE,17335,17335,0,43,116,89,3,90,25,89,49
cl5g0yc35yrlp08wo5x4i7b16,Img989.bmp,Experimento1,FALSE,20027,20027,0,44,115,83,4,90,25,83,54
cl5v1t1im5l0z08035ptn4g8a,Img895.bmp,Experimento1,FALSE,341515,341515,1,47,101,76,13,90,24,76,42
cl5v1t26hjawz07zy1xg52vnt,Img896.bmp,Experimento1,FALSE,14491,14491,1,47,102,80,13,91,24,80,39
cl5v385rrjn2o070abfox0qdv,Img897.bmp,Experimento1,FALSE,15023,15023,1,46,108,87,6,91,24,87,37
clci6lys30p5l073i80dddaxi,Img999.bmp,Experimento1,FALSE,109754,109754,0,42,116,93,1,90,24,93,32
clf93jhjb00cn07xyh9e4650a,Img36.bmp,Experimento2,FALSE,10719,10719,0,47,113,91,1,91,26,91,27
clf93jo0c39fs07zydxbpcx59,Img37.bmp,Experimento2,FALSE,10517,10517,0,47,112,94,1,92,24,94,24
clf93ju8y1whc07zn2c1b9kaa,Img38.bmp,Experimento2,TRUE,4886,4886,1,0,0,0,0,0,0,0,0
clf93k6rz1nbg071hcw0idny8,Img39.bmp,Experimento2,TRUE,9791,9791,1,0,0,0,0,0,0,0,0
clf93k9kh1wio07zn9squ8eny,Img40.bmp,Experimento2,FALSE,8341,8341,0,44,116,83,1,92,26,83,35
clf93kcsc1nbu071h0gbt3ucr,Img41.bmp,Experimento2,FALSE,9221,9221,0,47,113,85,1,92,25,85,36
